timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
30167,16,98.0,0.03733831243730126,-1.0,0.0,0.0,NP38
30167,16,5.0,0.028632450177752376,1.0,0.0,0.9873588016628787,NP39
30167,16,6.0,0.09319021761789885,1.0,0.0,0.9548532780646578,NP40
30167,16,7.0,0.0899970749976898,1.0,0.0,0.9584450124758176,NP41
43574,24,4.0,0.07457441389820837,1.0,0.0,0.9681394545393365,NP42
43574,24,12.0,0.10241423426166925,1.0,0.0,0.953044525928726,NP43
43574,24,9.0,0.08746474740632862,1.0,0.0,0.9627380628620164,NP44
43574,24,10.0,0.09943962694862434,1.0,0.0,0.9583391263404083,NP45
43574,24,4.0,0.08166509451089626,1.0,0.0,0.9601086685468886,NP46
70103,38,9.0,0.06402339277034316,1.0,0.0,0.9718256117642442,NP47
70103,38,11.0,0.10382631788947994,1.0,0.0,0.9514172257227584,NP48
70103,38,5.0,0.053189630839814594,1.0,0.0,0.9764284482377761,NP49
70103,38,6.0,0.09119737772069868,1.0,0.0,0.9620090964218662,NP50
70103,38,5.0,0.06589305238813548,1.0,0.0,0.9681993410603781,NP51
73397,40,8.0,0.0649128500834193,1.0,0.0,0.9732316866243835,NP52
73397,40,4.0,0.06762767645454125,1.0,0.0,0.9707457445512676,NP53
73397,40,11.0,0.07604655213059096,1.0,0.0,0.9651301175580869,NP54
73397,40,11.0,0.07339334278813724,1.0,0.0,0.9673256974282635,NP55
73397,40,4.0,0.07263144165697176,1.0,0.0,0.9676937691910528,NP56
73397,40,4.0,0.032930934886407935,1.0,0.0,0.985145210516845,NP57
73397,40,4.0,0.06353855596931274,1.0,0.0,0.9722163900105913,NP58
76349,42,5.0,0.07154327504642671,1.0,0.0,0.9662613415830185,NP59
76349,42,7.0,0.049042618370332,1.0,0.0,0.9773527949879527,NP60
76349,42,6.0,0.07190705280888053,1.0,0.0,0.9663608945834016,NP61
76349,42,5.0,0.0852118887844119,1.0,0.0,0.9605786000993879,NP62
76349,42,11.0,0.0824118852899113,1.0,0.0,0.9616985057765888,NP63
76349,42,4.0,0.0394309291912126,1.0,0.0,0.9818527972956876,NP64
76349,42,4.0,0.05022929902326018,1.0,0.0,0.9764510019085464,NP65
87716,48,10.0,0.07123185185073119,1.0,0.0,0.9674893733427619,NP66
87716,48,4.0,0.06846233877261064,1.0,0.0,0.9682384317256394,NP67
87716,48,5.0,0.042526239094038666,1.0,0.0,0.9806769533039891,NP68
87716,48,5.0,0.07829548400956161,1.0,0.0,0.9639559866313183,NP69
87716,48,4.0,0.07659569103053454,1.0,0.0,0.9666726348327914,NP70
87716,48,4.0,0.03697094842061771,1.0,0.0,0.9829653517845949,NP71
87716,48,4.0,0.06620371827507666,1.0,0.0,0.9707564522721808,NP72
87716,48,6.0,0.08830887575295314,1.0,0.0,0.9596443855869624,NP73
