timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
742,0,5.0,0.030063319726880658,1.0,0.0,0.9868567702557858,NP35
799,0,4.0,0.01855914007766411,1.0,0.0,0.9918400839625797,NP36
829,0,7.0,0.07259708570605934,1.0,0.0,0.965465574265633,NP37
829,0,4.0,0.030093423750424172,1.0,0.0,0.9859146817975337,NP38
852,0,4.0,0.07697623521815851,1.0,0.0,0.9647172152226462,NP39
852,0,4.0,0.06290576402589945,1.0,0.0,0.9728488948834815,NP40
881,0,4.0,0.0336936797444858,1.0,0.0,0.9843674127050581,NP41
912,0,4.0,0.05401275402749898,1.0,0.0,0.9734716837321091,NP42
941,0,4.0,0.04912616389482879,1.0,0.0,0.975777819697174,NP43
941,0,4.0,0.0595229929711644,1.0,0.0,0.9709224402675595,NP44
1027,0,5.0,0.06127158780578011,1.0,0.0,0.9722661200499936,NP45
1091,0,4.0,0.0483024416947823,1.0,0.0,0.9774012327289452,NP46
1157,0,4.0,0.0088407089072551,1.0,0.0,0.996323986185047,NP47
1245,0,4.0,0.048080250621175644,1.0,0.0,0.9767581952589174,NP48
1393,0,4.0,0.04605862642215947,1.0,0.0,0.9790976691680768,NP49
1393,0,4.0,0.05112418292458758,1.0,0.0,0.9777667542579163,NP50
1539,0,4.0,0.017471089897854192,1.0,0.0,0.9921251073807661,NP51
1682,0,4.0,0.03666808345467069,1.0,0.0,0.9841945874303942,NP52
1682,0,4.0,0.03825310221376786,1.0,0.0,0.981553044835378,NP53
1791,0,4.0,0.05243790524522326,1.0,0.0,0.9770193591115709,NP54
1885,1,4.0,0.06589061296809841,1.0,0.0,0.9699484838295367,NP55
1993,1,4.0,0.035067944589231556,1.0,0.0,0.9841612243279516,NP56
2109,1,6.0,0.06604453648783754,1.0,0.0,0.96873001573961,NP57
2197,1,4.0,0.05699556711933626,1.0,0.0,0.9755448656470644,NP58
2197,1,5.0,0.06136417855894138,1.0,0.0,0.971359341693079,NP59
2381,1,4.0,0.06833186774971842,1.0,0.0,0.9695792906796784,NP60
2588,1,8.0,0.07927713386707656,1.0,0.0,0.970766733084138,NP61
2926,1,6.0,0.040577538524570085,1.0,0.0,0.9835530951412809,NP62
2998,1,4.0,0.04261541789183594,1.0,0.0,0.9815779037177532,NP63
2998,1,4.0,0.007810479735790986,1.0,0.0,0.9964724630965508,NP64
3347,1,4.0,0.01964218742801774,1.0,0.0,0.9902657142912294,NP65
3347,1,5.0,0.05253465447999405,1.0,0.0,0.9758003319813794,NP66
3692,2,6.0,0.08841747252662482,1.0,0.0,0.9629686697462851,NP67
3692,2,4.0,0.04049651855350211,1.0,0.0,0.9828841649042095,NP68
3692,2,6.0,0.057075393164347975,1.0,0.0,0.9753849538871407,NP69
4287,2,4.0,0.0405002684841455,1.0,0.0,0.9808365215341198,NP70
4287,2,5.0,0.06313384886294349,1.0,0.0,0.9748608278070614,NP71
4513,2,5.0,0.09613243064019253,1.0,0.0,0.954691875865232,NP72
4513,2,4.0,0.05501460051084029,1.0,0.0,0.9760555918673627,NP73
7287,4,8.0,0.09043025825512374,1.0,0.0,0.9589613437951666,NP74
7287,4,7.0,0.06690285811634233,1.0,0.0,0.9694276545632322,NP75
9591,5,6.0,0.036869852764715015,1.0,0.0,0.9838447451203604,NP76
10149,5,11.0,0.0643430158447238,1.0,0.0,0.9741058792157294,NP77
13353,7,6.0,0.04540711353677884,1.0,0.0,0.9779537564638501,NP78
13353,7,4.0,0.09055166528682398,1.0,0.0,0.963999385698332,NP79
13353,7,4.0,0.02563311195803177,1.0,0.0,0.9882461741079056,NP80
16383,9,5.0,0.03283803725248755,1.0,0.0,0.9846099557980239,NP81
16383,9,4.0,0.05186991348527967,1.0,0.0,0.9749391367979321,NP82
17132,9,5.0,0.03935184266588803,1.0,0.0,0.9809125289803516,NP83
17354,9,5.0,0.051183914343636144,1.0,0.0,0.975921393044714,NP84
17354,9,4.0,0.014838798847771352,1.0,0.0,0.9931920143543371,NP85
19534,10,4.0,0.026159649472539587,1.0,0.0,0.9882708327881388,NP86
19778,10,8.0,0.05327369051305082,1.0,0.0,0.977183149793549,NP87
19778,10,4.0,0.05326632088946612,1.0,0.0,0.9752282264807001,NP88
20520,11,7.0,0.07593516066328672,1.0,0.0,0.9661659316424327,NP89
20520,11,4.0,0.04527842063299976,1.0,0.0,0.9794432449842784,NP90
20520,11,4.0,0.02708208320051334,1.0,0.0,0.9879992426256556,NP91
21955,12,4.0,0.07139801258117313,1.0,0.0,0.9672247446232699,NP92
22591,12,5.0,0.04731691218958625,1.0,0.0,0.9788367406152542,NP93
22591,12,4.0,0.03011849777822899,1.0,0.0,0.9860821936029072,NP94
22881,12,4.0,0.02428805389572942,1.0,0.0,0.9886129951176816,NP95
22881,12,4.0,0.06765740598856099,1.0,0.0,0.9702986308771632,NP96
24170,13,6.0,0.05373598927773452,1.0,0.0,0.9777171947651881,NP97
24170,13,7.0,0.047566944927956524,1.0,0.0,0.9805710872088271,NP98
28765,15,9.0,0.05318806205992235,1.0,0.0,0.9757952676042831,NP99
29167,16,8.0,0.05682593771547041,1.0,0.0,0.9786804852592821,NP100
29167,16,6.0,0.06254995185852771,1.0,0.0,0.9728306682582798,NP101
30092,16,6.0,0.0637857639283191,1.0,0.0,0.9693459333056021,NP102
30149,16,4.0,0.08686322666991135,1.0,0.0,0.9629932878166079,NP103
30149,16,4.0,0.0781274443009366,1.0,0.0,0.9640972128450881,NP104
30149,16,6.0,0.08273980487950913,1.0,0.0,0.960877125758539,NP105
30245,16,5.0,0.07178000968497257,1.0,0.0,0.9672885176739315,NP106
30323,16,5.0,0.056233792419923025,1.0,0.0,0.9732742363853332,NP107
30597,16,4.0,0.044604862646549365,1.0,0.0,0.9792515161016779,NP108
30597,16,4.0,0.07508185209983792,1.0,0.0,0.9639722932030683,NP109
30978,17,4.0,0.04415547054356961,1.0,0.0,0.9785847119329356,NP110
31517,17,8.0,0.08595470348793577,1.0,0.0,0.9614680731607858,NP111
31880,17,4.0,0.04921815072414793,1.0,0.0,0.9779015639174308,NP112
31880,17,4.0,0.07925398473267779,1.0,0.0,0.9626761200547391,NP113
32867,18,5.0,0.06614910490458774,1.0,0.0,0.971248864878986,NP114
32918,18,8.0,0.0771642516470902,1.0,0.0,0.9640543377249744,NP115
33131,18,6.0,0.042731475784537586,1.0,0.0,0.9814452836071753,NP116
33131,18,4.0,0.0597849566374633,1.0,0.0,0.9720540233904502,NP117
33763,18,4.0,0.028626176472255856,1.0,0.0,0.987062056404826,NP118
33855,18,4.0,0.05767905418993211,1.0,0.0,0.9733996321960099,NP119
34149,18,6.0,0.08794964575246604,1.0,0.0,0.9664226798283919,NP120
34149,18,7.0,0.07483838429169526,1.0,0.0,0.9649853734227036,NP121
36353,20,9.0,0.1019062805739482,1.0,0.0,0.9539018908778668,NP122
37192,20,9.0,0.06067963810449277,1.0,0.0,0.9729076959552558,NP123
37192,20,5.0,0.05086183405910185,1.0,0.0,0.9775575999953956,NP124
38163,21,4.0,0.0798272519455204,1.0,0.0,0.9646154465218735,NP125
38163,21,5.0,0.03112525619870187,1.0,0.0,0.9872534219754747,NP126
38351,21,4.0,0.06257775536253478,1.0,0.0,0.9751654145610169,NP127
38351,21,5.0,0.04820593362990875,1.0,0.0,0.9771861381680857,NP128
38895,21,6.0,0.07967850859580203,1.0,0.0,0.9621692887482137,NP129
38895,21,6.0,0.08650114084770792,0.4209160388115293,0.0,0.9616948298490917,NP130
38895,21,4.0,0.06586071355551908,-1.0,0.0,0.0,NP130
43556,24,4.0,0.08022453303732438,1.0,0.0,0.9628346375517769,NP131
43556,24,5.0,0.04890649597305509,1.0,0.0,0.9760403886898178,NP132
43556,24,5.0,0.050419911237370704,1.0,0.0,0.9788617226502879,NP133
44984,24,7.0,0.06368398628683163,1.0,0.0,0.9705244994238109,NP134
45178,25,5.0,0.05524970338773534,1.0,0.0,0.9746259935837557,NP135
45178,25,4.0,0.06908572549637565,1.0,0.0,0.9678304136438229,NP136
45884,25,4.0,0.05374442213051403,1.0,0.0,0.9777522437071382,NP137
45884,25,6.0,0.06611363250141056,1.0,0.0,0.9715688474729113,NP138
45884,25,5.0,0.060984927144732776,1.0,0.0,0.9715387549141594,NP139
46942,26,5.0,0.06386027176382511,1.0,0.0,0.9708970025777474,NP140
46942,26,5.0,0.06883175081722699,1.0,0.0,0.9679183029734031,NP141
47319,26,5.0,0.08624262601068705,1.0,0.0,0.9618845673377479,NP142
47985,26,4.0,0.036319527498639016,1.0,0.0,0.9846909114681553,NP143
47985,26,5.0,0.05619430866896507,1.0,0.0,0.9741370876473049,NP144
48347,26,7.0,0.0574939253516347,1.0,0.0,0.9751706043770598,NP145
50981,28,5.0,0.07517444805507696,1.0,0.0,0.9676169442459805,NP146
52391,29,6.0,0.03414945384758621,1.0,0.0,0.9849728604424367,NP147
52391,29,4.0,0.02034955782939154,1.0,0.0,0.9913334709380791,NP148
52562,29,4.0,0.04495875467754464,1.0,0.0,0.9808158178775602,NP149
52562,29,5.0,0.07410632599553903,1.0,0.0,0.96536974391445,NP150
54790,30,4.0,0.08024833762052061,1.0,0.0,0.9657286087634563,NP151
54790,30,4.0,0.0631210279420371,1.0,0.0,0.9719000777330877,NP152
57100,31,6.0,0.07008301216844975,1.0,0.0,0.9669351813388857,NP153
57100,31,4.0,0.06255372276850892,1.0,0.0,0.9722692376385866,NP154
58367,32,7.0,0.06719057270525232,1.0,0.0,0.9686668995565169,NP155
61150,33,7.0,0.06173113134451139,1.0,0.0,0.970953531685761,NP156
61376,34,8.0,0.08003694257238352,1.0,0.0,0.9666995397532773,NP157
61376,34,4.0,0.06917841989051013,1.0,0.0,0.9704354346677286,NP158
61989,34,5.0,0.055958309618557446,1.0,0.0,0.9735843368245455,NP159
61989,34,6.0,0.0517552122834224,1.0,0.0,0.9763185810952005,NP160
62775,34,4.0,0.034930667582431685,1.0,0.0,0.9829093130720625,NP161
62775,34,4.0,0.07451610922272388,1.0,0.0,0.9685067136442943,NP162
62976,34,5.0,0.06871925894074497,1.0,0.0,0.968650552762632,NP163
62976,34,4.0,0.04883696645067059,1.0,0.0,0.9774974322905637,NP164
64156,35,6.0,0.08129596139962539,1.0,0.0,0.9625565250429249,NP165
64156,35,4.0,0.05698385805827824,1.0,0.0,0.9752763350644686,NP166
64156,35,5.0,0.06330023567748602,1.0,0.0,0.9705435319852057,NP167
66587,36,4.0,0.06134748691872107,1.0,0.0,0.9724648577023317,NP168
66797,37,6.0,0.07112791103277678,1.0,0.0,0.9654069211020726,NP169
66797,37,4.0,0.05907467231384339,1.0,0.0,0.9772089929471881,NP170
67122,37,7.0,0.07712806520794513,1.0,0.0,0.9660920223460765,NP171
67122,37,6.0,0.07423573712994834,1.0,0.0,0.966024565861185,NP172
69127,38,7.0,0.0655043597707346,1.0,0.0,0.9690254039844021,NP173
69127,38,4.0,0.08071962119388137,1.0,0.0,0.9661135440042304,NP174
70101,38,5.0,0.053189630839814594,1.0,0.0,0.9764284482377761,NP175
70160,38,5.0,0.059370330371813454,1.0,0.0,0.9712180214430248,NP176
70160,38,4.0,0.05084748400346812,1.0,0.0,0.9795581397532174,NP177
70317,39,6.0,0.05471049482475403,1.0,0.0,0.9750397874398296,NP178
70317,39,4.0,0.06486529866707284,1.0,0.0,0.9723351277756147,NP179
70317,39,4.0,0.0811296891875446,1.0,0.0,0.9653604357396864,NP180
71194,39,4.0,0.04983480571689279,1.0,0.0,0.9793892216717354,NP181
71194,39,4.0,0.04008953174595436,1.0,0.0,0.9806605285202518,NP182
71555,39,6.0,0.052271006877643605,1.0,0.0,0.9764825548887776,NP183
71555,39,4.0,0.04706033123122536,1.0,0.0,0.9788460235823229,NP184
73109,40,7.0,0.08232903932154018,1.0,0.0,0.9624835639182773,NP185
73109,40,5.0,0.08426906068105684,1.0,0.0,0.9595344996812287,NP186
73759,40,5.0,0.06863155641515424,1.0,0.0,0.9690579313461953,NP187
73759,40,5.0,0.11632913970754802,1.0,0.0,0.9546412684560519,NP188
75968,42,4.0,0.028386200924649198,1.0,0.0,0.9871718131569349,NP189
75968,42,7.0,0.08764543064297507,1.0,0.0,0.961215847672585,NP190
76338,42,4.0,0.02454663803073526,1.0,0.0,0.9883045947116449,NP191
76338,42,7.0,0.11781368487247187,1.0,0.0,0.9483873885000478,NP192
79797,44,6.0,0.06294752779652782,1.0,0.0,0.9708758723944421,NP193
79797,44,5.0,0.06949301643086381,1.0,0.0,0.9679122156272604,NP194
84930,47,8.0,0.057644906785545034,1.0,0.0,0.9722109767215388,NP195
85096,47,5.0,0.042711040447926625,1.0,0.0,0.9814450149172815,NP196
85096,47,4.0,0.05023366058151862,1.0,0.0,0.9780445768949854,NP197
85683,47,9.0,0.10729837529888761,1.0,0.0,0.9517024499851566,NP198
85683,47,4.0,0.06612303902610567,1.0,0.0,0.9678116345634975,NP199
