timestamp;actual;predicted
191;[0, 2];[0, 2, 3, 4]
192;[1, 3, 4];[0, 1, 2, 3, 4]
193;[0, 2];[0, 2, 3, 4]
194;[3, 4];[0, 1, 2, 4]
195;[3, 4];[0, 1, 2, 3]
196;[0, 2];[0, 2, 3, 4]
197;[0, 2];[0, 2, 3, 4]
198;[0, 2];[0, 2, 3, 4]
199;[0];[0, 2, 3, 4]
200;[0, 2];[0, 2, 3, 4]
201;[1, 3, 4];[4]
202;[1, 3, 4];[0]
203;[1, 3, 4];[1]
204;[1, 3, 4];[1]
205;[0, 2];[3]
206;[1, 3, 4];[0, 4]
207;[0, 2];[2]
208;[0, 2];[4]
209;[1, 3, 4];[1]
210;[0, 2];[4]
211;[1, 3, 4];[0]
212;[1, 3, 4];[4]
213;[0];[0]
214;[0];[0]
215;[1, 2, 3, 4];[3]
216;[2];unknwon
217;[0, 2];[2, 4]
218;[1, 3, 4];[2]
219;[0, 2];[2, 4]
220;[1, 3, 4];[1]
221;[0, 2];[2]
222;[1, 3, 4];[1]
223;[1, 3, 4];[2]
224;[1, 3, 4];[1]
225;[1];unknwon
226;[2];unknwon
227;[0, 2];[2, 4]
228;[0, 2];[4]
229;[1, 3, 4];[2, 3]
230;[2, 3];[1]
231;[1, 3, 4];[0, 1]
232;[1, 3, 4];[4]
233;[1, 3, 4];[0, 1, 3]
234;[0, 2];[2]
235;[2];[3]
236;[0, 2];[2, 4]
237;[1, 3, 4];[0]
238;[1, 3, 4];[0, 4]
239;[0, 2];[2, 4]
240;[0, 2];[2, 4]
241;[1, 3, 4];[1, 2]
242;[1, 3, 4];[0, 1, 2, 3]
243;[1, 3, 4];[2]
244;[1, 4];[1, 2]
245;[0];[3]
246;[0];[0]
247;[0, 2];[2, 4]
248;[1, 3, 4];[1, 2, 4]
249;[1, 3, 4];[1, 4]
250;[0, 2];[2]
251;[1, 4];[1, 4]
252;[1, 3, 4];[2]
253;[1, 3, 4];[0, 2]
254;[0, 2];[2]
255;[0];[0]
256;[1, 3, 4];[4]
257;[0, 2];[3]
258;[0, 2];[2, 4]
259;[0, 2];[3, 4]
260;[1, 3, 4];[1, 2]
261;[1, 3, 4];[1, 2]
262;[1, 3, 4];[0, 3, 4]
263;[1, 3, 4];[2]
264;[0, 2, 3];[3]
265;[1, 3, 4];unknwon
266;[1, 3, 4];[1, 2]
267;[0, 2];[2]
268;[1, 3, 4];[4]
269;[1, 3, 4];[1]
270;[1, 3, 4];[0, 2]
271;[0, 2];[2]
272;[0, 2];[3]
273;[1, 3, 4];[0]
274;[1, 3, 4];[3]
275;[1, 3, 4];[0, 1, 2, 3, 4]
276;[1, 3, 4];[1, 3]
277;[1, 4];[2]
278;[1, 3, 4];[0, 2, 4]
279;[2];[4]
280;[2];[3]
281;[1, 3, 4];[4]
282;[0, 2];[4]
283;[1, 3, 4];[1, 2]
284;[0, 2, 3];[3]
285;[0, 2];[2, 3, 4]
286;[1, 3, 4];unknwon
287;[1, 3, 4];[2, 4]
288;[2];[4]
289;[1, 3, 4];[1]
290;[1, 2, 3, 4];[3]
291;[0];unknwon
292;[1, 3, 4];[1, 2, 3, 4]
293;[1, 3, 4];[1, 2]
294;[1, 3, 4];[1, 3, 4]
295;[3, 4];unknwon
296;[2, 3, 4];[2]
297;[1, 3, 4];[0, 1, 2, 4]
298;[2];unknwon
299;[1, 3, 4];[0]
300;[1, 3, 4];[1, 2]
301;[1, 3, 4];[3, 4]
302;[1];unknwon
303;[1, 3, 4];[1]
304;[1, 3, 4];[1, 3, 4]
305;[1, 3, 4];[0, 1, 3]
306;[1, 3, 4];[0, 1, 3, 4]
307;[1, 4];[1, 2]
308;[1, 3, 4];[2, 3, 4]
309;[1, 3, 4];[0]
310;[2, 3];[0]
311;[0, 2];[2, 4]
312;[0, 2];[0, 2, 3]
313;[1, 3, 4];[1, 4]
314;[2];[3]
315;[1, 3, 4];[1, 2]
316;[0, 2];[0, 4]
317;[1, 3, 4];[1, 2, 3, 4]
318;[0];[3]
319;[1, 3, 4];[4]
320;[0];[0, 3]
321;[0, 2];[0, 2, 3]
322;[1, 2, 3, 4];[3, 4]
323;[1, 3, 4];[4]
324;[1, 3, 4];[3, 4]
325;[2, 3, 4];[3]
326;[1, 3, 4];[1, 2, 3, 4]
327;[1];[0, 3]
328;[0];[4]
329;[1, 3, 4];[0, 1, 3, 4]
330;[0, 2];[3]
331;[1, 3, 4];[1]
332;[1, 3, 4];[0, 1, 2, 3, 4]
333;[1, 3, 4];[2]
334;[2];unknwon
335;[1, 3, 4];[0, 1, 2, 4]
336;[3, 4];[4]
337;[0, 2];[2, 4]
338;[1, 3, 4];[0]
339;[1, 3, 4];[1, 2]
340;[0, 2];[0, 2]
341;[1, 3, 4];[0, 1, 2, 3, 4]
342;[1, 3, 4];[1, 4]
343;[1, 3, 4];[0, 1, 3, 4]
344;[1, 3, 4];[2]
345;[1, 3, 4];[0, 1, 2, 4]
346;[0, 2];[3, 4]
347;[1, 2, 3, 4];[0, 2]
348;[1, 3, 4];[1, 2, 4]
349;[1, 3, 4];[0, 3, 4]
350;[1, 3, 4];[1, 2, 4]
351;[1, 3, 4];[2]
352;[0, 2];[0]
353;[0, 2];[0, 2]
354;[2, 3];[1]
355;[1, 3, 4];[1]
356;[0, 2];[2]
357;[1, 3, 4];[0]
358;[1, 3, 4];[1, 2, 3, 4]
359;[2, 3];[1]
360;[3, 4];[4]
361;[0];[0, 4]
362;[1, 3, 4];[0, 2]
363;[0, 2];[3]
364;[3, 4];[4]
365;[1, 3, 4];[0]
366;[1, 3, 4];[0, 1, 3, 4]
367;[1, 3, 4];[0]
368;[1, 3, 4];[0, 1, 2, 3, 4]
369;[2];unknwon
370;[1, 3, 4];[2]
371;[1, 3, 4];[2]
372;[0, 2];[4]
373;[2];[2]
374;[0];[0, 3, 4]
375;[0, 2];[3, 4]
376;[1, 4];[1, 4]
377;[1, 3, 4];[0]
378;[1, 3, 4];[0, 1, 2]
379;[1, 3, 4];unknwon
380;[1, 3, 4];[0, 1]
381;[1, 3, 4];unknwon
382;[0, 2, 3];[0, 2, 3, 4]
383;[1, 3, 4];[0, 1, 2, 3, 4]
384;[0, 2];[0, 2, 3, 4]
385;[0, 2];[0, 2, 3, 4]
386;[0, 2];[3]
387;[1, 4];[4]
388;[1, 3, 4];[0, 1, 2, 3, 4]
389;[0, 2];[0, 2, 3]
390;[1, 3, 4];[1, 2, 4]
391;[2];unknwon
392;[1, 3, 4];[0, 3, 4]
393;[0, 2];[0, 2, 3, 4]
394;[1, 3, 4];[0, 1, 2, 3, 4]
395;[0, 2];[0, 2, 3, 4]
396;[1, 3, 4];[0, 1, 2, 3, 4]
397;[0, 2];unknwon
398;[1, 3, 4];[0, 1, 2, 3, 4]
399;[0, 2];[0, 2, 3, 4]
400;[1, 3, 4];[1, 2, 3, 4]
401;[1, 3, 4];[0]
402;[1, 3, 4];[4]
403;[1, 3, 4];[2]
404;[0, 2];[0]
405;[0, 2];[2]
406;[1, 3, 4];[1]
407;[1, 3, 4];[1]
408;[1, 3, 4];[4]
409;[1, 3, 4];[0]
410;[0, 2];[2]
411;[1, 3, 4];[0, 2]
412;[1, 2, 3, 4];[4]
413;[1, 3, 4];[3, 4]
414;[1, 3, 4];[0]
415;[0, 2];[4]
416;[2];unknwon
417;[0];unknwon
418;[0, 2];[4]
419;[1, 3, 4];[1]
420;[1, 2, 3, 4];unknwon
421;[1, 3, 4];[0, 1, 2, 3, 4]
422;[2];[NP2]
423;[1, 3, 4];[0, 1, 2, 3, 4]
424;[1, 4];[1, 4]
425;[0, 2];[0, 2, 3, 4]
426;[1, 3, 4];[1, 2]
427;[1, 3, 4];[1, 2]
428;[0];unknwon
429;[1, 3, 4];[0, 1, 2, 4]
430;[0];[0]
431;[0, 2];[0, 2, 3, 4]
432;[1, 3, 4];[0, 1, 2, 3, 4]
433;[0, 2];[0, 4]
434;[1, 3, 4];[1, 2, 4]
435;[3, 4];[0, 2]
436;[2];[NP2]
437;[1, 3, 4];[0, 1, 2, 3, 4]
438;[2];[NP2]
439;[0, 2];[0, 2]
440;[1, 3, 4];[0, 1, 3, 4]
441;[1, 3, 4];[0, 1, 2, 3, 4]
442;[0, 2];[0, 3, 4]
443;[1, 3, 4];[1, 2, 4]
444;[1, 3, 4];[0, 1, 2, 3, 4]
445;[1, 4];[1, 2, 4]
446;[1, 3, 4];[0, 1, 2, 3, 4]
447;[1, 3, 4];[1, 3]
448;[0];[4]
449;[1, 3, 4];[0, 1, 2]
450;[2];[3]
451;[2];[NP2]
452;[0, 2];unknwon
453;[0, 2];[0, 2, 3]
454;[1, 3, 4];unknwon
455;[1, 3, 4];[2, 3]
456;[1, 3, 4];unknwon
457;[0, 2];[0, 3, 4]
458;[1, 2, 3, 4];unknwon
459;[1, 3, 4];[1, 2, 3, 4]
460;[1, 3, 4];[0]
461;[1, 4];[1, 2]
462;[1, 3, 4];[1, 4]
463;[0];[0, 3, 4]
464;[1, 3, 4];[2, 3, 4]
465;[0, 2];[0, 4]
466;[0, 2];[2, 4]
467;[1, 3, 4];[0, 1, 2, 3, 4]
468;[1, 3, 4];[0, 1, 2]
469;[1, 3, 4];[1, 2, 4]
470;[1, 3, 4];unknwon
471;[1, 3, 4];[0, 1, 2, 3, 4]
472;[1, 3, 4];[0]
473;[1, 3, 4];[0, 2, 3, 4]
474;[1, 3, 4];[2, 3]
475;[0, 2];[0, 3]
476;[1, 3, 4];[0, 2, 3, 4]
477;[1, 3, 4];[0, 1, 2]
478;[1, 3, 4];[0, 1, 2, 3, 4]
479;[2];[NP2]
480;[0, 2];[0, 3, 4]
481;[1, 3, 4];[0, 1, 2, 3, 4]
482;[0, 1, 2, 3, 4];[3, 4]
483;[1, 2, 3, 4];[1, 3]
484;[1, 3, 4];[0, 1, 2, 3, 4]
485;[2];[NP2]
486;[0];[0]
487;[1, 3, 4];[2]
488;[0, 2];[3]
489;[1, 3, 4];[0, 1, 2, 3, 4]
490;[0, 2];[0, 4]
491;[1, 3, 4];[0, 1, 2, 4]
492;[1, 3, 4];[0, 3, 4]
493;[2];[NP2]
494;[0];unknwon
495;[1, 3, 4];[0, 2, 4]
496;[1, 3, 4];[1, 2, 3, 4]
497;[1, 3, 4];[1, 4]
498;[1, 3, 4];[0, 1, 4]
499;[2];unknwon
500;[1, 2, 3, 4];unknwon
501;[1, 3, 4];[NP1]
502;[0, 2];[0, 2, 3, 4]
503;[0, 2];[0, 2, 4]
504;[1, 3, 4];[1, 2, 4]
505;[1, 3, 4];[2, 3, 4]
506;[0, 2];unknwon
507;[1, 3, 4];[2, 3, 4]
508;[0, 2];[0, 2, 3, 4]
509;[1, 3, 4];[0, 1, 2, 3, 4]
510;[1, 3, 4];[1, 2, 4]
511;[0, 2];[2, 4]
512;[1, 3, 4];[1, 2]
513;[0];[0, 3]
514;[1, 3, 4];[0, 1, 2, 3, 4]
515;[0, 2];[0, 3, 4]
516;[1, 4];[1, 4]
517;[1, 3, 4];[0, 1]
518;[1, 3, 4];[1, 2, 3, 4]
519;[2];[0, 2, 3]
520;[1, 3, 4];[0, 3, 4]
521;[1, 3, 4];[0, 1, 2, 3, 4]
522;[1, 3, 4];[0, 1]
523;[0, 2];[0, 3, 4]
524;[2];[4]
525;[1, 2, 3, 4];unknwon
526;[1, 3, 4];[1, 2, 3, 4]
527;[0, 2];[0, 2]
528;[1, 3, 4];[0, 1, 2, 3, 4]
529;[2];[2]
530;[1, 3, 4];[4]
531;[1, 3, 4];[0, 1, 2, 3, 4]
532;[0, 2];[0, 3]
533;[0, 2];unknwon
534;[1, 3, 4];[2, 3, 4]
535;[1, 3, 4];[0, 1, 2, 4]
536;[0, 2, 3];[3]
537;[0, 2];unknwon
538;[1, 3, 4];[0, 3]
539;[1, 3, 4];[1, 2, 4]
540;[0, 2];[0]
541;[1, 4];[1, 2, 4]
542;[0, 2];[2, 4]
543;[0, 2];[2]
544;[1, 3, 4];[0, 3, 4]
545;[0, 2];[0, 2]
546;[2, 3, 4];[0, 2]
547;[0, 2];[2]
548;[0, 2];[0, 2, 4]
549;[2];unknwon
550;[1, 3, 4];[2, 4]
551;[1, 3, 4];[1, 2]
552;[0, 2];[0]
553;[1, 3, 4];[0, 1, 2, 3, 4]
554;[0, 2];[0]
555;[1, 3, 4];[0, 1]
556;[1, 3, 4];[0, 1, 2, 3, 4]
557;[2, 3, 4];[NP3]
558;[0];[0]
559;[1, 3, 4];[0]
560;[2, 3];[1, NP2]
561;[1, 3, 4];[0, 3, 4]
562;[1, 3, 4];unknwon
563;[0, 2];[0, 3]
564;[1, 3, 4];[1, 2, 4]
565;[2];[NP2]
566;[1, 3, 4];[0, 1, 2, 3, 4]
567;[0, 2];unknwon
568;[0, 2];[2, 4]
569;[1, 3, 4];[0, 1, 2, 3, 4]
570;[0, 2];[2, 3, 4]
571;[1, 3, 4];[1, 3, 4]
572;[1, 2, 3, 4];[3, 4]
573;[1, 3, 4];[0, 1, 4]
574;[1, 3, 4];[0, 1, 2, 3, 4]
575;[1, 3, 4];[1, 2, 3, 4]
576;[0, 2];[0, 2, 3]
577;[2];[NP2, 3]
578;[1, 3, 4];[1, 3, 4]
579;[1, 3, 4];[0, 1]
580;[1, 4];[2]
581;[0, 2];[0]
582;[1, 3, 4];[0]
583;[1, 3, 4];[0, NP3, 1]
584;[0, 2];[0, 2, 3, 4]
585;[0, 2];[0, 2, 3]
586;[1, 3, 4];[2]
587;[1, 3, 4];unknwon
588;[0, 2];[0, 2, 4]
589;[1, 3, 4];[4]
590;[2, 3];[NP2, 3]
591;[1, 3, 4];[0, 1, 2, 3, 4]
592;[1];[0, 3]
593;[1, 3, 4];[1, 2, 3, 4]
594;[0, 2];[2]
595;[1, 2, 3, 4];[NP3]
596;[0];[0]
597;[0, 1, 2, 3, 4];[0]
598;[1, 2, 3, 4];[0, NP3, 1]
599;[1, 3, 4];[0, 1, 2, 3, 4]
600;[1, 3, 4];[NP1]
601;[0, 2];[4]
602;[0, 2];unknwon
603;[1, 3, 4];[4]
604;[1, 3, 4];unknwon
605;[0, 2];[0]
606;[1, 3, 4];[NP1]
607;[1, 3, 4];[4]
608;[1, 3, 4];[2]
609;[1, 3, 4];[1, 4]
610;[1, 4];unknwon
611;[0, 2];[2]
612;[1, 4];[2]
613;[2];unknwon
614;[1];unknwon
615;[1, 3, 4];[0, 1]
616;[1, 3, 4];[3]
617;[1, 3, 4];[1]
618;[0, 2];[4]
619;[1, 3, 4];[2, 4]
620;[1, 3, 4];[1, 4]
621;[1, 4];[1, 4]
622;[0, 2];[0, 4]
623;[1, 3, 4];[1, 3, 4]
624;[1, 3, 4];[1, 4]
625;[1, 3, 4];[1]
626;[1, 3, 4];[1, 4]
627;[1, 3, 4];[1, 2]
628;[1, 3, 4];[1]
629;[1, 3, 4];[1, 2, 4]
630;[1, 3, 4];[NP1]
631;[0, 2];unknwon
632;[0, 2];[2]
633;[0, 2];[0]
634;[1, 3, 4];[2]
635;[1, 3, 4];[1, 2, 4]
636;[1, 3, 4];[4]
637;[0, 2];[3]
638;[0, 2];[0, 4]
639;[2, 3, 4];[NP3]
640;[1, 3, 4];[0]
641;[0, 2];[3]
642;[0];[3, 4]
643;[2];unknwon
644;[1, 3, 4];[2, 4]
645;[0, 2];[3, 4]
646;[1, 3, 4];[0, 1]
647;[1, 3, 4];[1, 3]
648;[1, 3, 4];[2, 3]
649;[1, 3, 4];[1, 3, 4]
650;[3];[NP2]
651;[0, 2];[4]
652;[1, 3, 4];[0]
653;[1, 3, 4];[1, 2, 4]
654;[1, 3, 4];[1, 2, 3, 4]
655;[1, 3, 4];[1, 3, 4]
656;[1, 3, 4];[3, 4]
657;[3, 4];[NP1]
658;[2];[4]
659;[2, 3, 4];[2]
660;[1, 3, 4];[0, 1, 4]
661;[1, 3, 4];[1, 2, 3]
662;[0, 2];[4]
663;[0, 2];[2]
664;[0, 2];[0, 3]
665;[1, 3, 4];[1, 2, 4]
666;[0, 2];[0, 3]
667;[0, 2];[2]
668;[1, 3, 4];[1]
669;[1, 4];unknwon
670;[0, 2];[0, 2]
671;[1, 4];[1, 2, 4]
672;[3, 4];unknwon
673;[1, 3, 4];[0, 1, 3, 4]
674;[1, 3, 4];[3]
675;[2];unknwon
676;[1, 3, 4];[2]
677;[1, 3, 4];[0, 1, 2, 3, 4]
678;[0, 2, 3];[3]
679;[1, 3, 4];[1, 2]
680;[0, 2];[2]
681;[3, 4];[NP1]
682;[2, 3, 4];[NP3, NP2, 3]
683;[1, 3, 4];[0, 1, 3, 4]
684;[1, 3, 4];[1]
685;[3];unknwon
686;[2];unknwon
687;[1, 3, 4];[NP1]
688;[1, 2, 3, 4];[1, 3]
689;[0, 2];[3]
690;[0, 2];[0, 2]
691;[1, 3, 4];[0]
692;[1, 2, 3, 4];[3, 4]
693;[0, 1, 2, 3, 4];[0]
694;[1, 3, 4];[0, NP1]
695;[1, 4];[1, 4]
696;[0, 2];[0]
697;[2];[2]
698;[0];[4]
699;[0, 2];[4]
700;[0, 1, 3, 4];[0]
701;[1, 3, 4];[0, 1, 3, 4]
702;[1];unknwon
703;[1, 3, 4];unknwon
704;[1, 3, 4];[0, 1, 2, 3]
705;[0, 2];[2, 3, 4]
706;[1, 3, 4];[2, 3, 4]
707;[1, 3, 4];[0, 3, 4]
708;[1, 3, 4];[0, 3, 4]
709;[0];unknwon
710;[3, 4];[NP1]
711;[0, 2];[2, 3, 4]
712;[0, 2, 3];[3]
713;[1, 3, 4];[0, 1, 2, 4]
714;[0, 2];[0, 2, 3, 4]
715;[1, 3, 4];[0, 1, 2, 4]
716;[0, 2];[0, 2, 4]
717;[0, 2];unknwon
718;[1, 3, 4];[0, 3]
719;[1, 3, 4];[4]
720;[1, 3, 4];[0, 1, 3]
721;[1, 3, 4];unknwon
722;[1, 3, 4];[0, 1, 2]
723;[0, 2];[0, 4]
724;[0, 2];[0, 2, 3, 4]
725;[0, 2];[0, 2, 3, 4]
726;[1, 3, 4];[1, 2]
727;[2];[2, 4]
728;[1, 2, 3, 4];[NP3]
729;[1, 4];[2, 4]
730;[2];[NP2]
731;[2];unknwon
732;[1, 3, 4];[0, 1, 2, 3, 4]
733;[1, 3, 4];[0, 1]
734;[0];unknwon
735;[1, 4];[1, 2, 4]
736;[0, 2];[2, 4, NP6]
737;[2];[NP5]
738;[1, 3, 4];[1, 2, 3, 4]
739;[1, 3, 4];[1, 2, 3, 4]
740;[0, 2];[0, 3]
741;[1, 3, 4];[1, 2]
742;[0, 2];[0, 2, 3, 4]
743;[1, 2, 3, 4];[3, 4]
744;[1, 3, 4];[0, 4]
745;[1, 3, 4];[1, 2]
746;[1, 4];[1, 4]
747;[1, 3, 4];[0, 1, 3, 4]
748;[1, 3, 4];[0, 1, 2, 3, 4]
749;[2];[NP2, NP5]
750;[1, 3, 4];[0, 1, 2, 3, 4]
751;[0, 2];[2, NP5, NP6]
752;[1, 3, 4];[0, 3, 4]
753;[1, 3, 4];[0, 1, 2, 3, 4]
754;[0, 2];[0, 2, 3]
755;[1, 3, 4];[0, 1, 3, 4]
756;[2];[NP2]
757;[0, 1, 3, 4];[0]
758;[1, 3, 4];[0, 2, 3, 4]
759;[1, 3, 4];[0, 1, 2, 3, 4]
760;[0, 1, 2, 3, 4];[0]
761;[0, 2];unknwon
762;[1, 3, 4];[1, 2, 3, 4]
763;[1, 3, 4];[1, 3]
764;[1, 3, 4];[NP3]
765;[0, 2];[0, 2, 3]
