@relation 'Adam: -C -1'

@attribute class- {0,1}
@attribute x_att numeric
@attribute y_att numeric

@data
1,150.616639,46.563643
1,118.276253,6.56844
1,124.049156,36.108891
1,70.13322,8.639401
1,124.792754,39.438755
1,161.739612,56.935034
1,116.362029,43.246378
1,136.63396,89.159776
1,144.864802,134.075363
1,100.942863,147.161261
1,142.238696,72.588721
1,96.119374,62.653351
1,84.394308,21.973609
1,121.383835,23.217577
1,116.476151,12.664279
1,87.387609,7.78087
1,128.393439,24.798455
1,68.469828,53.801786
1,91.865598,94.85745
1,55.706589,58.755669
1,53.043987,90.471043
1,103.033052,27.042038
1,71.339629,80.315785
1,75.203905,37.940872
1,57.633146,12.912065
1,118.293338,16.52376
1,84.760212,34.425825
1,77.214997,16.978249
1,92.837702,3.420751
1,75.105749,6.053662
1,74.187167,55.095413
1,128.03295,120.332296
1,104.162177,91.404514
1,83.147263,143.537356
1,66.192433,136.677167
1,83.802029,92.254715
1,67.05239,67.33456
1,86.51034,21.217494
1,120.297867,18.408094
1,128.047033,37.322768
1,94.195509,37.818457
1,42.012634,23.982245
1,51.009799,59.072147
1,102.959234,83.250802
1,136.411061,142.286249
1,98.080572,97.613184
1,58.433593,115.026077
1,84.304772,85.105878
1,119.110283,49.104352
1,48.018619,22.669077
1,108.47626,49.306427
1,101.498722,5.712591
1,53.676666,43.891968
1,81.348247,58.899583
1,97.699777,33.71065
1,110.694001,75.024406
1,97.420942,146.988794
1,35.616093,67.166293
1,75.53168,85.040608
1,129.823128,66.135715
1,108.705365,46.83093
1,149.226204,37.246476
1,80.227907,66.560773
1,56.604385,72.388624
1,73.853698,96.632027
1,64.991021,36.328198
1,72.831569,54.000206
1,102.990851,52.055612
1,39.761384,111.363105
1,31.2143,42.329992
1,77.980358,21.097774
1,70.620504,21.71912
1,55.462398,4.479064
1,36.049907,27.357463
1,32.444419,37.836096
1,17.487408,62.30879
1,72.435016,80.127408
1,11.139713,69.001163
1,19.567042,90.894267
1,41.482447,124.865069
1,-9.536494,94.359134
1,-2.384408,48.514655
1,44.727603,10.294536
1,8.507479,52.047206
1,21.129095,41.369143
1,14.214068,50.606743
1,29.614288,44.99784
1,14.383655,134.944719
1,-43.620298,39.411868
1,13.121047,30.966064
1,77.020808,26.737428
1,21.080173,44.886532
1,-12.046911,50.650258
1,512.140294,129.247617
1,514.292888,118.891687
1,448.938143,67.269654
1,499.571264,87.283651
1,490.61446,85.339612
1,526.328976,67.77991
1,477.09618,66.283518
1,471.208068,18.50396
1,512.470722,56.394263
1,483.906358,130.905087
1,511.518838,88.488579
1,515.377754,90.702364
1,552.59413,76.078294
1,526.31475,41.646337
1,574.118083,32.570903
1,528.554041,76.656885
1,506.581174,62.444435
1,511.935809,4.983809
1,501.621251,68.815158
1,532.634889,53.980771
1,534.813549,41.836002
1,506.031434,43.195085
1,509.404497,72.401932
1,529.695567,61.783281
1,500.503189,100.869521
1,515.883388,54.382272
1,524.459081,107.4878
1,492.624464,77.611506
1,501.653726,52.258223
1,554.223679,19.705674
1,504.411938,22.890861
1,506.938657,63.898186
1,557.743615,51.879439
1,512.285992,39.820352
1,485.685676,68.345206
1,522.697722,66.065823
1,525.389947,89.440981
1,539.486775,83.821412
1,519.198126,106.461355
1,605.446745,72.97948
1,545.439509,72.569373
1,528.471452,40.213812
1,538.912859,27.972219
1,520.710815,13.625353
1,571.122867,26.28828
1,551.651318,53.153408
1,560.576863,68.096604
1,550.100018,64.713306
1,538.291784,92.023773
1,513.854564,83.826181
1,567.915884,134.338854
1,521.143014,77.96944
1,547.440437,52.83138
1,578.233053,30.471948
1,516.669802,66.286861
1,527.924608,3.820397
1,574.633252,22.539736
1,568.53243,30.485988
1,537.279759,9.396836
1,616.581748,37.849647
1,523.150336,66.56877
1,574.600173,27.057048
1,554.296331,124.374494
1,565.692543,71.979169
1,552.77218,88.208497
1,580.396022,79.518399
1,566.015586,5.882514
1,528.695331,54.613519
1,537.411597,24.380695
1,529.810059,53.889426
1,561.797641,47.307611
1,591.231552,40.030052
1,553.531639,20.513745
1,572.596711,104.882005
1,568.379376,94.105116
1,579.809036,51.840456
1,533.934567,115.899897
1,562.455304,22.646758
1,570.264098,62.042023
1,574.478325,90.754754
1,600.356726,21.25311
1,560.508523,42.399447
1,590.617201,41.119375
1,568.717942,78.594459
1,567.793011,67.128068
1,576.060684,44.628002
1,561.045757,74.322578
1,618.206074,74.824901
1,557.779278,138.651378
1,546.938574,94.532915
1,540.203764,75.589185
1,597.250004,82.334313
1,595.652432,51.183525
1,620.744106,39.479676
1,592.423327,39.484697
1,585.782681,103.986226
1,635.263842,52.758359
1,558.651641,70.203486
1,563.614876,169.970887
1,598.64488,73.808868
1,565.338567,100.423802
1,607.426028,79.797994
1,575.983872,1.501991
1,588.802268,21.508354
1,581.006581,44.303587
1,625.920441,52.47912
1,573.195199,52.580408
1,605.933847,38.850629
1,601.976841,58.591554
1,591.333321,30.670033
1,621.909106,81.763001
1,573.406948,47.477315
1,652.223632,87.286558
1,637.947422,56.89737
1,635.878527,3.987343
1,585.536277,35.380376
1,578.125343,46.219178
1,616.670554,19.242043
1,628.341608,77.514909
1,610.225604,29.839658
1,625.889425,39.50013
1,615.393138,131.540255
1,669.147187,107.049524
1,678.234774,131.679147
1,652.55563,84.663168
1,669.02964,80.109824
1,573.238574,65.92581
1,631.50569,43.03205
1,605.194888,64.81918
1,613.834504,14.466387
1,625.675851,17.625733
1,577.788362,23.726688
1,626.414434,23.426585
1,641.020251,79.191732
1,610.756349,43.664079
1,585.700964,101.872451
1,564.077528,117.564798
1,591.10233,100.25509
1,627.887885,127.21739
1,588.934333,76.713299
1,578.947795,19.393152
1,575.277115,13.061564
1,576.150068,56.949154
1,544.260428,49.945238
1,532.238658,46.939034
1,546.000792,111.532573
1,577.201221,84.160361
1,569.022842,94.756634
1,544.109221,84.894341
1,552.486768,132.26357
1,581.706612,100.299318
1,539.362072,79.054951
1,574.312845,49.849486
1,506.782382,60.58094
1,542.28699,39.203841
1,568.412094,6.132835
1,552.05589,0.889038
1,535.360502,2.111683
1,502.153268,60.178193
1,526.937871,128.224093
1,517.842711,127.063597
1,519.507624,121.188759
1,505.858456,62.023068
1,512.558242,113.419131
1,515.019554,91.188997
1,546.234377,71.843641
1,565.063914,13.545434
1,531.465995,18.313444
1,484.307107,42.00416
1,519.951142,4.242311
1,482.902171,29.925656
1,505.068537,75.072471
1,519.299255,107.331954
1,473.761594,86.286339
1,515.673008,99.882396
1,577.058148,139.909996
1,515.695697,88.643073
1,518.022167,77.262879
1,519.630108,41.597956
1,492.530184,9.696253
1,530.338694,9.106977
1,506.181649,42.454844
1,517.988086,10.309045
1,536.33711,17.986902
1,522.505717,48.207223
1,547.845468,54.299779
1,507.91367,51.89209
1,513.913373,140.813444
1,510.864858,142.986229
1,498.919888,69.393147
1,496.491514,79.897669
1,530.84862,81.064689
1,474.573072,31.457149
1,459.422955,43.539079
1,472.577272,59.410013
1,447.480299,0.922788
1,495.679271,11.312833
1,489.849873,51.555327
1,484.770683,51.741725
1,530.057135,99.839054
1,473.776812,49.815102
1,454.377261,55.48995
1,472.309093,29.22385
1,528.473998,81.719457
1,503.925829,15.791677
1,484.843168,36.451541
1,525.481019,19.962455
1,492.700454,39.481431
1,505.797683,10.821654
1,498.197373,51.900042
1,495.749414,40.486403
1,527.125024,36.869116
1,494.188926,79.334604
1,531.043052,83.363486
1,485.682124,106.524188
1,547.769969,83.129176
1,547.743571,62.235374
1,554.066994,86.02234
1,502.819183,24.209653
1,506.46517,8.270975
1,486.14918,3.059402
1,493.333712,16.455021
1,538.969948,10.177808
1,541.102798,21.950877
1,538.373851,73.657481
1,523.222751,123.725992
1,559.369574,91.158602
1,547.336073,139.015849
1,551.894315,111.033165
1,562.153939,115.101727
1,521.676959,99.924184
1,543.442309,32.960504
1,582.239655,25.325082
1,554.391469,42.953155
1,567.62948,42.971412
1,562.519261,135.933457
1,578.739858,92.643969
1,572.365551,132.854609
1,642.873652,100.958281
1,568.805123,139.456971
1,570.522453,100.554759
1,562.039509,87.023505
1,591.173078,52.980369
1,554.787631,57.383463
1,581.671848,63.624405
1,601.266952,56.70039
1,530.715933,0.379228
1,614.116223,47.378214
1,630.579968,73.121074
1,614.864436,62.894783
1,615.035896,63.333774
1,597.242508,121.837464
1,616.970244,62.106907
1,670.709204,111.532962
1,655.478089,74.984333
1,629.748883,27.710433
1,596.250553,16.856848
1,615.90677,63.265554
1,636.745383,21.124557
1,559.972949,23.159008
1,652.000274,43.757596
1,643.219271,103.782008
1,604.133704,107.741802
1,687.095687,121.119193
1,680.297108,119.523512
1,674.024574,90.633451
1,657.095871,120.205715
1,671.290272,23.252122
1,674.575099,25.660655
1,650.891602,28.271753
1,642.880917,17.577945
1,681.247894,1.047854
1,660.621084,49.23726
1,673.623417,49.207278
1,648.156956,30.408721
1,642.644437,102.061503
1,697.891708,97.822307
1,682.423584,86.682745
1,702.766252,85.21322
1,654.891417,86.8561
1,715.645371,13.248812
1,649.959919,28.865134
1,649.418031,11.051069
1,699.758594,16.718792
1,631.085337,13.477857
1,689.472197,8.655702
1,690.723858,66.690057
1,662.395276,27.306702
1,638.886319,50.785778
1,734.624673,62.681349
1,725.422989,105.545629
1,676.645338,113.917191
1,688.904705,63.488358
1,712.498444,50.76615
1,695.900914,63.416
1,681.145722,29.014054
1,669.084783,68.340963
1,677.747386,31.937701
1,687.573571,73.392814
1,763.183511,40.933098
1,693.772748,74.906265
1,711.513779,52.957549
1,733.516995,85.788369
1,710.394509,87.467193
1,680.714093,29.374116
1,731.172285,6.849899
1,710.366309,43.942585
1,742.714848,70.418684
1,668.75613,35.473606
1,682.354151,50.565481
1,706.437718,103.908205
1,753.533847,81.192086
1,714.739688,132.549855
1,735.420214,96.963868
1,718.026491,121.6203
1,725.25236,81.281483
1,676.209911,87.937449
1,659.464829,32.557779
1,660.329573,6.90695
1,626.59892,52.036836
1,691.936781,23.272385
1,578.496678,20.364307
1,659.88354,71.289335
1,741.74847,135.434297
1,689.221412,111.143368
1,669.30515,93.231215
1,711.652276,71.141076
1,642.55686,126.640073
1,680.518549,66.748825
1,674.575551,43.159951
1,635.355393,45.21436
1,616.483655,111.430716
1,650.946069,115.089786
1,662.200554,144.786173
1,660.031672,111.836283
1,666.721548,116.992997
1,664.621533,135.765542
1,681.269787,131.928321
1,662.843701,139.691904
1,644.454733,158.685995
1,630.396754,111.398077
1,666.813946,140.035298
1,572.084723,118.346096
1,614.388782,94.645412
1,566.429581,57.808999
1,556.115626,135.035539
1,599.061029,113.920033
1,564.109385,71.710568
1,593.072468,121.440061
1,596.296626,127.48365
1,578.305918,106.170062
1,675.863834,123.27378
1,643.522387,111.502748
1,632.262582,142.258051
1,583.91148,83.410279
1,632.188647,48.32396
1,573.793704,111.768698
1,666.674587,73.07582
1,585.068196,126.222355
1,576.549474,81.11849
1,614.902898,60.084352
1,577.034798,99.897316
1,612.781436,135.615531
1,611.216914,167.633715
1,626.894319,139.330544
1,531.76485,106.90898
1,567.296312,112.64334
1,596.154788,115.673895
1,597.524578,98.461152
1,632.222259,132.270356
1,600.322087,101.327233
1,561.265374,107.893554
1,583.730966,122.096307
1,580.024758,160.926572
1,549.175473,81.924487
1,585.744534,105.607142
1,578.197698,126.02161
1,572.808308,94.363833
1,544.041317,131.910981
1,542.877895,109.842968
